Name,Address,RATING,CURRENT,RISK
Schlotzsky's Deli,2782 S 129th AVE,EXCELLENT,3/28/18,MEDIUM
Schmidley's Golf Range,4700 N 120th ST,STANDARD,4/19/18,LOW
Scissors & Scotch, 2835 S 170th Plz  Ste 212 ,STANDARD,10/3/17,LOW
Scooter Dogs Inc.,1502 S 60th St,EXCELLENT,9/12/18,MEDIUM
Scooter's,16804 Decatur St,STANDARD,1/11/19,MEDIUM
Scooters,2812 S 108th ST,EXCELLENT,6/6/18,MEDIUM
Scooters,8459 W Center RD,EXCELLENT,6/12/18,MEDIUM
Scooters,111 N 78th ST,STANDARD,8/21/18,MEDIUM
Scooter's,17151 Davenport St #107,EXCELLENT,1/16/19,MEDIUM
Scooter's,4259 S 144th ST,EXCELLENT,7/16/18,MEDIUM
Scooters Coffee,3206 N 90 St,STANDARD,,MEDIUM
Scooters Coffee,304 N 179 ST STE 201,STANDARD,9/11/18,MEDIUM
Scooters Coffee,1515 S 204th ST S101,EXCELLENT,10/23/18,MEDIUM
Scooter's Coffee,2928 Ames Ave,EXCELLENT,12/4/18,MEDIUM
Scooter's Coffee,5502 S 84th ST,EXCELLENT,12/12/18,MEDIUM
Scooter's Coffee,310 N 168th CIR,EXCELLENT,12/14/18,MEDIUM
Scooter's Coffee,5929 F St,EXCELLENT,7/10/18,MEDIUM
Scooter's Coffee,8401 F ST STE 3,EXCELLENT,7/20/18,MEDIUM
Scooter's Coffee,15655 Pacific ST,EXCELLENT,1/22/18,LOW
Scooter's Coffee,4040 N 72nd ST,EXCELLENT,8/24/18,MEDIUM
Scooter's Coffee #246,8996 L St,EXCELLENT,10/2/18,MEDIUM
Scooters Coffee & Yogurt,6303 Center ST,EXCELLENT,10/17/18,MEDIUM
Scooter's Coffee & Yogurt, 3001 S 144th St  Ste K-1 ,EXCELLENT,6/29/18,MEDIUM
Scooters Coffee House,7149 Dodge ST,STANDARD,12/20/18,MEDIUM
Scooters Coffee House,17530 Wright ST,STANDARD,3/1/18,MEDIUM
Scooters Coffee House,15805 Maple ST,EXCELLENT,10/1/18,MEDIUM
Scooters Coffee House,5405 S 72nd ST,EXCELLENT,11/21/18,MEDIUM
Scooter's Coffee House,2815 S 132nd ST,EXCELLENT,1/24/18,MEDIUM
Scooter's Coffee House,10196 Maple ST,EXCELLENT,2/5/18,MEDIUM
Scooter's Coffee House,5011 S 108th ST,EXCELLENT,3/20/18,MEDIUM
Scooter's Coffee House,11975 Blondo ST,EXCELLENT,3/21/18,MEDIUM
Scooter's Coffee House,10000 California ST,EXCELLENT,9/29/17,LOW
Scooter's Coffee House,17935 Welch Plaza,EXCELLENT,4/17/18,MEDIUM
Scooter's Coffee House,10309 Pacific ST,STANDARD,2/20/18,LOW
Scooter's Coffee House,13951 S Plaza,STANDARD,10/11/18,MEDIUM
Scooter's Coffee House,9229 Mormon Bridge Plz #1,EXCELLENT,5/1/18,LOW
Scooter's Coffee House of Elkhorn,1119 N 204th AVE STE 103,EXCELLENT,9/25/18,MEDIUM
Scooters Coffeehouse,3703 N 144th ST,EXCELLENT,12/13/18,LOW
Scooters Coffeehouse,2220 N 90th ST,EXCELLENT,7/17/18,MEDIUM
Scooters Coffeehouse,14501 W Center RD,EXCELLENT,8/8/18,MEDIUM
Scooter's Coffeehouse,5233 S 96th ST,STANDARD,1/3/19,MEDIUM
Scooter's Coffeehouse,1123 Howard ST,EXCELLENT,1/9/19,MEDIUM
Scooter's Coffeehouse,11901 Fort ST,EXCELLENT,4/30/18,MEDIUM
Scooter's Coffeehouse,7595 Pacific ST,EXCELLENT,2/7/18,LOW
Scooter's Coffeehouse,6110 IRVINGTON RD,EXCELLENT,4/19/18,LOW
Scooter's Coffeehouse,12246 W Center,EXCELLENT,4/20/18,LOW
SCORZ SPORTS CENTER,7602 MAIN ST - RALSTON,FAIR,8/24/18,HIGH
SCOTT RESIDENCE HALL,6510 PINE ST,EXCELLENT,1/15/19,HIGH
SCRIPTOWN BREWERY,3922 FARNAM ST,EXCELLENT,1/5/18,MEDIUM
SEAN O'CASEY,2523 S 140 AVE,STANDARD,10/12/18,HIGH
SECONDARY SUCCESS PROGRAM,3030 SPAULDING ST,EXCELLENT,1/10/19,HIGH
SELECT MART,2401 LEAVENWORTH,STANDARD,8/24/18,LOW
SELECT MART,2411 N 30 ST,EXCELLENT,9/25/18,LOW
SELENA'S MARKET INC,3228 CALIFORNIA ST,STANDARD,5/16/18,MEDIUM
Serendipity Chocolate (Mobile 1), 3599 County Road F  Tekamah ,EXCELLENT,5/4/18,MEDIUM
Serendipity Chocolate (Mobile 2), 3599 County Road F  Tekamah ,EXCELLENT,5/4/18,MEDIUM
Serendipity Chocolate (Mobile 3), 3599 County Road F  Tekamah ,STANDARD,,MEDIUM
Sergent Brown Mobile, 2620 River Road D  Waterloo ,STANDARD,8/6/18,MEDIUM
Session Room (The),812 N 14th St,STANDARD,9/21/18,HIGH
Seven Oaks Lunch Club,3439 State St,EXCELLENT,5/29/18,MEDIUM
Seymour Elementary,4900 S 79 ST,SUPERIOR,10/1/18,HIGH
Seymour Smith Field,68th & Harrison,STANDARD,7/13/18,MEDIUM
Sgt. Peffer's,1501 N Saddle Crk,EXCELLENT,10/24/18,HIGH
Sgt. Peffer's Italian Cafe-Millard,13760 Millard AVE,EXCELLENT,9/26/18,HIGH
SHADOW RIDGE COUNTRY CLUB,1501 S 188 PLZ,EXCELLENT,12/18/18,HIGH
Shahi,1015 Farnam St,STANDARD,11/30/18,HIGH
Shake Life,1517 N 203rd St,EXCELLENT,11/29/17,LOW
Shandy's Bakery,13811 T Plz,STANDARD,1/7/19,MEDIUM
SHANGHAI GARDEN,3118 S 24 ST,EXCELLENT,11/7/18,HIGH
SHELLY'S DIPPIN DOTS,10000 CALIFORNIA ST,STANDARD,1/9/18,LOW
SHELLY'S DIPPIN DOTS @ BAXTER ARENA,2425 S 67 St,STANDARD,,LOW
SHELTERBELT THEATRE,3225 CALIFORNIA ST,EXCELLENT,10/30/17,LOW
Sheraton Omaha Hotel,655 N 108th Ave,STANDARD,10/17/18,HIGH
SHERMAN ELEMENTARY,5618 N 14 AVE,SUPERIOR,9/10/18,HIGH
SHEVY'S SPORTS & STEAKS,2607 MAIN ST,EXCELLENT,10/15/18,HIGH
SHIRLEYS DINER,13838 R PLZ,STANDARD,9/26/18,HIGH
SHOPKO STORES #156,14445 W CENTER RD,EXCELLENT,1/23/18,LOW
Shucks Downtown LLC,1911 Leavenworth ST,EXCELLENT,1/17/19,HIGH
Shuck's Legacy LLC,16901 Wright Plaza #198,EXCELLENT,9/20/18,HIGH
SIENNA/FRANCIS HOUSE,1111 N 17 ST,STANDARD,8/3/18,HIGH
Simply Delicious Restaurant,215 N Spruce ST,EXCELLENT,12/27/18,HIGH
SINCLAIR,5215 N 16 ST,STANDARD,7/10/18,LOW
SKATE DAZE,3616 S 132 ST,STANDARD,7/5/18,MEDIUM
SKEETS RIBS & CHICKEN,2201 N 24 ST,STANDARD,10/24/18,HIGH
SKINNER ELEMENTARY SCHOOL,4304 N 33 ST,EXCELLENT,10/16/18,HIGH
Sky Zone Omaha,4215 S 133rd ST,EXCELLENT,7/24/18,MEDIUM
Skybox Grill & Bar,6720 S 168th ST STE 5,EXCELLENT,7/13/18,HIGH
Skyline Elementary,400 S 210th,EXCELLENT,9/25/18,HIGH
Skyline Retirement Community,7350 Graceland Dr,STANDARD,10/31/18,HIGH
SLEEPLESS FROM SEATTLE,1601 DODGE ST,EXCELLENT,2/8/18,MEDIUM
Slowdown,729 N 14th ST,EXCELLENT,4/18/18,LOW
SMASHBURGER,7204 JONES ST,EXCELLENT,9/21/18,HIGH
SMASHBURGER,12330 K PLZ STE 101,EXCELLENT,5/10/18,MEDIUM
SMITTY'S GARAGE,7610 DODGE,EXCELLENT,9/24/18,HIGH
SMOKIN BARREL,13510 Discovery Dr,STANDARD,,HIGH
SMOKIN BUTTS SANDWICH SHOP (MOBILE),4830 S 21ST,STANDARD,8/7/18,MEDIUM
SMOKIN LEFTY'S BBQ (MOBILE),4936 S 135 ST,EXCELLENT,5/1/18,HIGH
Smoking Gunz BBQ (Mobile),4724 N 24th St,EXCELLENT,5/9/18,MEDIUM
SMOKING JAY'S,2524 S 13 ST,EXCELLENT,9/17/18,HIGH
SMOKING JAY'S (Mobile),2524 S 13 ST,STANDARD,7/28/18,MEDIUM
SMOOTHIE KING,8900 W CENTER RD STE 101,EXCELLENT,5/1/18,MEDIUM
SMOOTHIE KING,17810 PIERCE PLZ,STANDARD,5/30/18,MEDIUM
Smoothie King,4004 N 132nd St,EXCELLENT,11/1/18,MEDIUM
Smoothie Truck (The),7129 Harrison St,STANDARD,,MEDIUM
Sno Floss of Omaha,7300 Q St,STANDARD,3/25/18,MEDIUM
Snomaha,8501 N 30,EXCELLENT,12/13/18,MEDIUM
SNOSHACK OF OMAHA,1818 BINFIELD ST,EXCELLENT,8/18/17,MEDIUM
Snow Daze,4702 S 27th St,STANDARD,7/31/18,LOW
Snowland, 3001 S 144th St  Ste 2029 ,EXCELLENT,1/9/19,MEDIUM
Sociable Inn,4917 S 136th,EXCELLENT,8/7/18,LOW
Soco Care,4724 N 24th St,,,MEDIUM
Sodexo - Morrison Stadium,1718 Cass St,EXCELLENT,11/7/18,MEDIUM
Sodexo - Starbucks @ Creighton,2400 Cass,EXCELLENT,9/12/18,MEDIUM
Sodexo at NE Med Ctr Village Point,111 N 175th ST,STANDARD,7/12/18,MEDIUM
SONESTA ES SUITES OF OMAHA,6990 DODGE ST,EXCELLENT,4/16/18,MEDIUM
Sonic Drive In,4565 Cuming ST,FAIR,4/24/18,MEDIUM
Sonic Drive In,3505 N 90th ST,STANDARD,5/15/18,MEDIUM
Sonic Drive In,5214 N 30th ST,FAIR,5/29/18,MEDIUM
Sonic Drive In,15415 Weir ST,EXCELLENT,7/11/18,MEDIUM
Sonic Drive In,14598 W Maple RD,EXCELLENT,8/22/18,MEDIUM
Sonic Drive In,18605 W Center,EXCELLENT,9/20/18,MEDIUM
Sonic Drive In,4302 L ST,EXCELLENT,10/9/18,MEDIUM
SONS OF ITALY,1238 S 10 ST,EXCELLENT,12/1/16,HIGH
South High School,4519 S 24th,SUPERIOR,11/27/18,HIGH
South Omaha Boys Club,5051 S 22nd,STANDARD,12/28/18,HIGH
SOUTH OMAHA'S FINEST TEQUILA,4971 Q ST,EXCELLENT,12/21/18,LOW
Southern Glazers Wine and Spirts of Nebraska,4433 S 96TH ST,STANDARD,9/25/17,LOW
Southern Spoon,210 S 16th St,EXCELLENT,12/6/18,HIGH
SOZO COFFEE HOUSE,1314 JONES ST,EXCELLENT,10/25/18,MEDIUM
SPARTA,3352 N 108 ST,EXCELLENT,4/5/18,MEDIUM
Speedee Mart #2725,13235 Grover ST,EXCELLENT,12/4/17,LOW
Speedee Mart #2730,4334 S 84th,STANDARD,5/18/18,MEDIUM
Speedee Mart #2732,8724 N 30th ST,EXCELLENT,10/10/18,MEDIUM
Speedee Mart #2745,2920 S 120th ST,EXCELLENT,1/22/18,LOW
Speedee Mart #2761,5205 S 72nd,FAIR,7/23/18,MEDIUM
Speedee Mart #2762,13804 Manderson CIR,EXCELLENT,2/14/18,MEDIUM
Speedy Gas N Shop,5822 Maple St,STANDARD,1/4/18,LOW
SPENCERS FOR STEAKS AND CHOPS,102 S 10 ST,STANDARD,8/21/18,HIGH
SPEZIA,3125 S 72 ST,EXCELLENT,7/26/18,HIGH
Spice C Noodle House,510 S 13th St,STANDARD,7/10/18,HIGH
SPIELBOUND BOARD GAME CAFÉ,3229 HARNEY ST,EXCELLENT,8/15/18,MEDIUM
Spin! Neapolitan Pizza,17540 Wright St,STANDARD,8/9/18,HIGH
SPIRIT WORLD,6680 CENTER ST,EXCELLENT,9/21/18,HIGH
SPRING INN BAR,2703 S 10 ST,EXCELLENT,1/3/18,LOW
Spring Lake Elementary,4215 S 20th,SUPERIOR,8/21/18,HIGH
Spring Lake Golf Snack Bar,4020 Hoctor BLVD,STANDARD,10/17/17,LOW
Spring Ridge Elementary,17830 Shadow Ridge DR,EXCELLENT,9/19/18,HIGH
Springville Elementary,7300 N 60th,SUPERIOR,9/4/18,HIGH
Spruce Street Tavern, 327 N Spruce ST  Valley ,STANDARD,8/28/17,LOW
ST ANDREWS PUB,6102 MAPLE ST,EXCELLENT,9/14/18,LOW
ST BERNARD LOUNGE,14457 F ST,STANDARD,9/8/17,LOW
ST BERNARD'S SCHOOL,3604 N 65 ST,EXCELLENT,10/15/18,HIGH
ST FRANCES CABRINI,1333 S 10TH,SUPERIOR,9/4/18,HIGH
St Gerald's,7857 LAKEVIEW ST,SUPERIOR,12/12/18,HIGH
St James School,4720 N 90 ST,EXCELLENT,8/27/18,HIGH
St Joan Of Arc,7501 Vinton St,EXCELLENT,11/15/18,HIGH
St Margaret Mary,123 N 61st St,SUPERIOR,11/6/18,HIGH
St Mihiel Veterans Of Foreign,3302 Leavenworth,STANDARD,7/27/18,HIGH
St Nicholas Serbian Orthodox,5050 Harrison,EXCELLENT,10/29/18,HIGH
St Patrick's School,20500 W Maple RD,EXCELLENT,8/27/18,HIGH
St Paul Lutheran,5020 Grand AVE,STANDARD,12/10/18,MEDIUM
St Philip Neri,8202 N 31st,EXCELLENT,10/9/18,HIGH
St Pius X School,6905 Blondo,SUPERIOR,12/3/18,HIGH
St Robt Bellarmine,11900 Pacific,EXCELLENT,9/7/18,HIGH
St Stephen Martyr,16701 S St ST,SUPERIOR,10/26/18,HIGH
St Thomas More,3515 S 48th,SUPERIOR,8/27/18,HIGH
St Wenceslaus,15353 Pacific,SUPERIOR,9/17/18,HIGH
St. Vincent De Paul School,14330 Eagle Run DR,SUPERIOR,11/16/18,HIGH
Stadium Club,414 S 10th ST,FAIR,7/16/18,HIGH
Standing Bear Elementary,15860 Taylor ST,SUPERIOR,8/23/18,HIGH
Star Deli,6114 Military,EXCELLENT,10/15/18,HIGH
Starbucks,222 S 15th St,EXCELLENT,8/3/18,MEDIUM
Starbucks,15821 W Dodge Rd STE 100,EXCELLENT,9/7/18,MEDIUM
Starbucks,12540 K Plza,EXCELLENT,11/5/18,MEDIUM
Starbucks Coffee,8734 Pacific ST,EXCELLENT,3/16/18,MEDIUM
Starbucks Coffee,1303 S 72 ST STE 110,EXCELLENT,5/23/18,MEDIUM
Starbucks Coffee,14801 W Maple RD,EXCELLENT,7/9/18,MEDIUM
Starbucks Coffee,12245 W Center,EXCELLENT,10/4/18,MEDIUM
Starbucks Coffee #48930,815 N 204th Ave,EXCELLENT,1/9/19,MEDIUM
Starbucks Coffee Co,1020 Capitol Ave,EXCELLENT,7/11/18,MEDIUM
Starbucks Coffee Co,219 S 72nd ST,EXCELLENT,7/27/18,MEDIUM
Starbucks Coffee Co,411 N 114th ST,EXCELLENT,7/27/18,MEDIUM
Starbucks Coffee Co (Mobile),1020 Capitol Ave,EXCELLENT,7/11/18,LOW
Starbucks Coffee Company,17396 W Center RD,EXCELLENT,2/22/18,MEDIUM
Starbucks @ Durham, 981200 Nebraska Med Ctr  Ste 34310 ,STANDARD,,MEDIUM
STARSKY'S,7812 F ST,FAIR,10/25/18,HIGH
STAYBRIDGE SUITES,7825 DAVENPORT ST,EXCELLENT,5/29/18,MEDIUM
STAYBRIDGE SUITES WEST,2720 OAK DR,EXCELLENT,7/17/18,HIGH
Steak & Grapes,16920 Wright Plaza #118,EXCELLENT,1/17/19,HIGH
STEPHEN CENTER,2723 Q ST,EXCELLENT,4/17/18,MEDIUM
STEVE'S PLACE,2202 N 16 ST,STANDARD,6/4/18,MEDIUM
Stick and Stone Bakery,9518 Calhoun Rd,EXCELLENT,8/3/18,MEDIUM
Still Poppin Gourment Popcorn,8501 N 30th,STANDARD,12/13/18,LOW
Still Popping,2118 N 24th ST,EXCELLENT,5/30/18,LOW
STIRNELLA,3814 FARNAM ST,STANDARD,9/27/18,HIGH
Stock n Bonds,8528 Park Dr,STANDARD,11/13/18,HIGH
STOKE'S GRILL & BAR,13615 CALIFORNIA ST,STANDARD,9/24/18,HIGH
STOKE'S GRILL & BAR,1122 HOWARD ST,STANDARD,10/17/18,HIGH
Stokin' Goat, 15805 W Maple Rd  Ste #101 ,EXCELLENT,11/19/18,HIGH
STOLIS LOUNGE,715 N 120 ST,EXCELLENT,2/7/18,LOW
STONE CREEK GOLF COURSE,6220 N 160 AVE,EXCELLENT,9/5/18,MEDIUM
Storz Pavilion,4350 Dewey Ave,STANDARD,,HIGH
STOYSICH HOUSE OF SAUSAGE,2532 S 24 ST,FAIR,8/14/18,HIGH
STOYSICH HOUSE OF SAUSAGE,2502 S 130 AVE,FAIR,11/27/18,HIGH
STREETSIDE FOODS,100 E LOCUST ST,EXCELLENT,4/6/18,MEDIUM
STRIKE ZONE,2900 S 110 ST,EXCELLENT,1/2/19,MEDIUM
STS PETER AND PAUL SCHOOL,3619 X ST,SUPERIOR,10/31/18,HIGH
STU'S PLACE,9101 BEDFORD AVE,STANDARD,4/2/18,LOW
SUBSOUTH INC,3414 S 144 ST,EXCELLENT,1/25/18,MEDIUM
SUBURBAN EXTENDED STAY,7010 HASCALL ST,STANDARD,9/27/18,MEDIUM
Subway,12243 W Center RD,EXCELLENT,1/2/19,MEDIUM
Subway,421 Saddle Creek Rd,EXCELLENT,12/31/18,MEDIUM
Subway,10780 M ST,EXCELLENT,1/14/19,MEDIUM
Subway,3001 S 144th ST,EXCELLENT,1/24/18,MEDIUM
Subway,7444 Pacific,EXCELLENT,12/28/18,MEDIUM
Subway,5018 Ames AVE,STANDARD,1/24/18,MEDIUM
Subway,210 S 16th St Ste 105F,EXCELLENT,2/7/18,MEDIUM
Subway,14235 Q St,EXCELLENT,3/1/18,MEDIUM
Subway,5005 Center,EXCELLENT,3/12/18,MEDIUM
Subway,2717 N 90th ST,EXCELLENT,3/13/18,MEDIUM
Subway,10000 California St FC-11,EXCELLENT,3/14/18,MEDIUM
Subway,10730 Pacific St Ste 106,EXCELLENT,3/27/18,MEDIUM
Subway,15805 W Maple RD,EXCELLENT,4/9/18,MEDIUM
Subway,7309 Jones ST,EXCELLENT,4/11/18,MEDIUM
Subway,1212 Howard ST,EXCELLENT,4/16/18,MEDIUM
Subway,7254 N 30th ST,STANDARD,4/17/18,MEDIUM
Subway,4350 Dewey Ave,EXCELLENT,4/20/18,MEDIUM
Subway,13828 Manderson Cir,EXCELLENT,5/8/18,MEDIUM
Subway,6304 N 99th ST,EXCELLENT,5/29/18,MEDIUM
Subway,206 S 19th ST,EXCELLENT,6/12/18,MEDIUM
Subway,3114 S 24th ST,EXCELLENT,7/31/18,MEDIUM
Subway,4020 Dodge ST,EXCELLENT,8/17/18,MEDIUM
Subway,1606 S 72nd ST,STANDARD,8/22/18,MEDIUM
Subway,9539 'Q' ST,STANDARD,9/12/18,MEDIUM
Subway,10814 Cottonwood LN,EXCELLENT,9/17/18,MEDIUM
Subway,2579 S 177th Plz,EXCELLENT,9/24/18,MEDIUM
Subway,5048 L St,EXCELLENT,10/2/18,MEDIUM
Subway,15825 CW Hadon DR,EXCELLENT,10/17/18,MEDIUM
Subway,18201 Wright St,EXCELLENT,10/29/18,MEDIUM
Subway,3021 S 84th ST,EXCELLENT,11/2/18,MEDIUM
Subway,4455 N 72nd St,EXCELLENT,11/8/18,MEDIUM
Subway,5170 S 72nd St Ste 101 - Ralston,EXCELLENT,11/19/18,MEDIUM
Subway #59036,6901 N 72nd St,EXCELLENT,8/6/18,MEDIUM
Subway 27148 Metro,2909 Edward Babe Gomez Ave,EXCELLENT,10/24/18,MEDIUM
Subway Subs & Salads,2509 Abbott Plaza,EXCELLENT,9/25/18,MEDIUM
Subway Subs and Salads,16960 W Maple RD,EXCELLENT,7/19/18,MEDIUM
Subway Subs and Salads,901 N 24th ST,STANDARD,8/2/18,MEDIUM
Subway Subs and Salads #32831, 302 N 168th Cr  Ste 200 ,STANDARD,,MEDIUM
Subway Subs & Salads Shop #54902,693 N 132nd St,STANDARD,,MEDIUM
Subway Subs and Salads #13671, 1119 N 204th Ave  Ste 101 ,STANDARD,,MEDIUM
Subway Subs/Goodrich,7500 Mercy RD,EXCELLENT,4/25/18,MEDIUM
Subway/Goodrich Ice Cream,2302 L ST,EXCELLENT,3/1/18,MEDIUM
SUBZI MUNDI,2320 N 72 ST,EXCELLENT,10/17/18,HIGH
SUDANESE AFRICAN FOOD,628 N SADDLE CREEK,STANDARD,7/23/18,MEDIUM
Sugar Coma Custom Treats,14236 U St,STANDARD,,MEDIUM
SUGAR HILL PKG LIQUOR #2,5627 AMES AVE,EXCELLENT,4/18/18,LOW
SULLIVANS BAR,3929 FARNAM ST,EXCELLENT,3/12/18,LOW
SULLIVAN'S STEAKHOUSE,222 S 15 ST,EXCELLENT,8/27/18,HIGH
SUMMER KITCHEN BAKERY (THE),9015 F ST,EXCELLENT,8/24/18,MEDIUM
SUMMER KITCHEN CAFÉ / SCOOTERS,1130 STERLING RIDGE DR,EXCELLENT,11/2/18,HIGH
SUMMIT (THE),1601 DODGE ST STE 100,EXCELLENT,2/1/18,MEDIUM
Sunny Slope Elementary,10829 Old Maple,SUPERIOR,9/20/18,HIGH
Sunridge Village LLC,13410 Blondo,EXCELLENT,8/29/18,HIGH
SUNRIZE DONUTS,17676 WELCH PLZ STE 7,EXCELLENT,5/31/18,MEDIUM
Sunset Hills Elementary,9503 WALNUT ST,SUPERIOR,9/5/18,HIGH
SUPER 8,7111 SPRING ST,STANDARD,4/24/18,MEDIUM
SUPER CARNICERIA EL PUEBUTO,5116 S 24 ST,FAIR,10/17/18,HIGH
SUPER MERCADITO,1052 PARK AVE,STANDARD,10/29/18,HIGH
SUPER SAVER #20,5710 S 144th ST,STANDARD,6/26/18,HIGH
Super Target,17810 W Center RD,EXCELLENT,12/20/18,HIGH
Super Target,12500 K Plz,EXCELLENT,5/11/18,MEDIUM
Super Target Store T-530,4001 N 132nd,EXCELLENT,10/30/18,HIGH
Super Target T-2326,16959 Evans Plz,EXCELLENT,8/16/18,MEDIUM
SUPER T'S,3805 LAKE ST,STANDARD,9/20/18,LOW
Sur La Table,10353 Pacific St,EXCELLENT,11/2/18,MEDIUM
SURFSIDE CLUB,RR 5 Florence Sta,EXCELLENT,8/1/18,MEDIUM
SUSHI JAPAN/YAKINIKU BOY,14134 W CENTER RD,STANDARD,12/20/18,HIGH
SUSHI KABAR (IN FAMILY FARE),1221 S 203 ST,EXCELLENT,7/17/18,MEDIUM
Suzan's LLC,8501 N 30th,EXCELLENT,11/20/17,MEDIUM
SWARTZ'S DELICATESSEN,8718 PACIFIC ST,EXCELLENT,9/27/18,HIGH
SWEET CAKES AND ROSES,14040 ARBOR ST,EXCELLENT,11/16/18,HIGH
Sweet Lime Thai Food Express (Mobile), 138 Main St Springfield,EXCELLENT,6/1/18,HIGH
Sweet Lorraine's Kitchen & Catering,6571 MAPLE ST,EXCELLENT,9/7/18,HIGH
Sweet Lorraine's Kitchen & Catering (Mobile,6571 Maple St,STANDARD,5/8/18,MEDIUM
SWEET MAGNOLIA'S BAKE SHOP,813 N 40 ST,EXCELLENT,1/31/18,LOW
Swine Dining BBQ,12120 W Dodge Rod,EXCELLENT,11/1/18,HIGH
SZECHUAN EXPRESS INC,315 N 114 ST,EXCELLENT,1/14/19,HIGH
T & A Express,5825 N 30th St,STANDARD,8/21/18,MEDIUM
T & A GROCERIES,3247 N 42 ST,STANDARD,12/12/18,MEDIUM
T HENRY'S PUB,318 S 11 ST,STANDARD,8/17/18,LOW
T Maries Homestyle Foods & Seafoods,2414 Patrick Ave,STANDARD,1/4/19,HIGH
TABLE GRACE CAFÉ,1611 1/2 FARNAM ST,EXCELLENT,1/11/19,HIGH
TACO BELL #35269,7051 DODGE ST,EXCELLENT,9/21/18,MEDIUM
TACO BELL #35270,14554 W CENTER RD,STANDARD,9/18/18,MEDIUM
TACO BELL #35271,3211 N 108 ST,EXCELLENT,11/15/18,MEDIUM
TACO BELL #35272,3917 S 42 ST,EXCELLENT,11/6/18,MEDIUM
TACO BELL #35273,7516 N 30 ST,EXCELLENT,10/26/18,MEDIUM
TACO BELL #35274,5139 N 90 ST,EXCELLENT,11/2/18,MEDIUM
TACO BELL #35276,12075 W CENTER RD,EXCELLENT,12/7/18,MEDIUM
TACO BELL #35277,2812 S 84 ST,EXCELLENT,12/13/18,MEDIUM
TACO BELL #35279,13725 Q ST,EXCELLENT,9/20/18,MEDIUM
TACO BELL #35280,5310 S 108 ST,EXCELLENT,9/20/18,MEDIUM
TACO BELL #35281,4801 L ST,STANDARD,9/26/18,MEDIUM
TACO BELL #35282,18370 WRIGHT ST,STANDARD,,MEDIUM
TACO BELL #35283,14606 W MAPLE RD,EXCELLENT,11/19/18,MEDIUM
TACO BELL #35284,3855 DODGE ST,EXCELLENT,9/10/18,MEDIUM
TACO BELL #35285,17130 EVANS PLZ,EXCELLENT,9/17/18,MEDIUM
TACO BELL #35287,16845 POLK PLZ,EXCELLENT,8/15/18,MEDIUM
TACO BELL #35288,6110 N 72nd ST,STANDARD,11/2/18,MEDIUM
Taco Co.,6108 Maple St,EXCELLENT,9/28/18,HIGH
Taco Johns,350 N 168th Cir,STANDARD,12/14/18,MEDIUM
Taco Johns,15375 Weir ST,EXCELLENT,1/23/19,MEDIUM
Taco Johns,1115 S Saddle Creek RD,STANDARD,5/11/18,MEDIUM
Taco Johns,2901 N 108th ST,EXCELLENT,8/20/18,MEDIUM
Taco Johns,8303 Maple ST,EXCELLENT,10/16/18,MEDIUM
Taco Johns,5445 L ST,EXCELLENT,11/30/18,MEDIUM
Tacos Acapulco,4623 S 33rd St,STANDARD,12/19/18,MEDIUM
TAIPEI ASIAN CUISINE,2859 S 168TH ST,EXCELLENT,8/9/18,HIGH
Taita,6324 MAPLE ST,EXCELLENT,10/12/18,HIGH
Taiwan Caf�, 4849 N 90 St  Ste 1 ,EXCELLENT,12/18/18,HIGH
Taj,654 N 114 ST,STANDARD,10/31/18,HIGH
Take 'Em Catering, 2851 Capehart Rd,STANDARD,9/14/18,MEDIUM
TANGIER TEMPLE,2823 S 84th St,EXCELLENT,1/15/19,MEDIUM
Tanner's Bar & Grill,19102 Q ST,EXCELLENT,,HIGH
Tanner's Bar & Grill,15505 Ruggles St #106,FAIR,9/11/18,HIGH
Tanner's Bar & Grill,1202 S 119 ST,STANDARD,10/17/18,HIGH
Tanner's Bar & Grill,7340 Harrison ST,FAIR,11/27/18,HIGH
TAP DANCERS SPECIALTY COFFEE,4341 S 90 ST,STANDARD,3/28/18,MEDIUM
Taqueria   El Rey   ,5201 S 24 ST,FAIR,1/16/19,HIGH
TAQUERIA ANTARCTICA,6621 RAILROAD AVE,FAIR,1/25/19,HIGH
TAQUERIA CHANGO,2405 HICKORY ST,STANDARD,10/4/18,HIGH
TAQUERIA EL CHAVO,2411 I ST,EXCELLENT,12/26/18,MEDIUM
TAQUERIA EL CHAVO (Mobile),2411 I ST,EXCELLENT,4/19/18,MEDIUM
TAQUERIA EL GAUILAN,5023 S 24 ST,EXCELLENT,8/7/18,HIGH
TAQUERIA EL PAISO (MOBILE),4835 S 24 ST,EXCELLENT,4/20/18,MEDIUM
Taqueria El Rey (Event) (Mobile),1837 Vinton St,STANDARD,5/9/18,MEDIUM
Taqueria El Rey (Leavenworth) (Mobile),1837 VINTON ST,FAIR,7/26/18,MEDIUM
Taqueria El Rey (Saddle Creek) (Mobile),1837 VINTON ST,STANDARD,6/7/18,MEDIUM
Taqueria El Rey III,1837 Vinton St,STANDARD,12/5/18,HIGH
TAQUERIA LA ESMERALDA,3215 Q ST,STANDARD,7/24/18,HIGH
TAQUERIA LOS COMPADREZ,10904 Q ST,EXCELLENT,8/22/18,HIGH
Taqueria Tijuana LLC,5139 S 24th St,FAIR,11/30/18,HIGH
